71.000	50.000	48.000	61.000	57.000	61.000	52.000	52.000	58.000	52.000	57.000	54.000	49.000	48.000	53.000	57.000	61.000	47.000	63.000	59.000	60.000	54.000	55.000	61.000	49.000	64.000	58.000	51.000	51.000	49.000	51.000	60.000	46.000	56.000	49.000	61.000	62.000	54.000	56.000
49.000	55.000	52.000	51.000	55.000	51.000	56.000	62.000	64.000	56.000	60.000	61.000	61.000	59.000	52.000	64.000	57.000	61.000	59.000	53.000	58.000	63.000	53.000	54.000	49.000	53.000	58.000	49.000	53.000	61.000	51.000	50.000	52.000	53.000	56.000	54.000	62.000	57.000	50.000
55.000	55.000	54.000	43.000	56.000	47.000	62.000	65.000	75.000	72.000	52.000	57.000	55.000	55.000	67.000	46.000	52.000	51.000	60.000	61.000	64.000	59.000	55.000	57.000	50.000	45.000	53.000	61.000	43.000	53.000	62.000	69.000	58.000	56.000	64.000	47.000	53.000	52.000	55.000
63.000	50.000	51.000	64.000	56.000	63.000	78.000	75.000	86.000	91.000	58.000	62.000	52.000	64.000	59.000	55.000	57.000	51.000	65.000	52.000	52.000	51.000	54.000	44.000	53.000	52.000	54.000	67.000	58.000	50.000	54.000	55.000	57.000	74.000	53.000	69.000	65.000	56.000	57.000
50.000	53.000	49.000	50.000	49.000	63.000	71.000	88.000	97.000	96.000	80.000	63.000	59.000	51.000	58.000	67.000	55.000	58.000	57.000	53.000	47.000	59.000	60.000	53.000	67.000	49.000	54.000	50.000	52.000	48.000	53.000	67.000	64.000	69.000	80.000	76.000	60.000	64.000	61.000
52.000	52.000	53.000	63.000	43.000	60.000	64.000	103.000	99.000	107.000	69.000	66.000	56.000	54.000	52.000	58.000	47.000	57.000	61.000	57.000	48.000	48.000	61.000	57.000	65.000	59.000	54.000	56.000	49.000	67.000	47.000	69.000	81.000	90.000	113.000	110.000	61.000	58.000	69.000
57.000	56.000	68.000	60.000	55.000	62.000	66.000	70.000	92.000	80.000	62.000	74.000	51.000	51.000	57.000	64.000	48.000	55.000	50.000	62.000	50.000	50.000	62.000	61.000	49.000	51.000	57.000	52.000	49.000	61.000	58.000	60.000	73.000	107.000	110.000	99.000	83.000	51.000	59.000
54.000	66.000	57.000	56.000	56.000	61.000	58.000	65.000	77.000	53.000	58.000	57.000	50.000	60.000	55.000	52.000	63.000	58.000	63.000	50.000	62.000	53.000	60.000	58.000	52.000	50.000	50.000	58.000	57.000	55.000	55.000	59.000	69.000	88.000	108.000	86.000	69.000	83.000	51.000
51.000	51.000	62.000	57.000	53.000	58.000	56.000	52.000	60.000	58.000	53.000	64.000	64.000	61.000	62.000	54.000	55.000	58.000	61.000	60.000	60.000	61.000	55.000	47.000	64.000	53.000	61.000	61.000	56.000	64.000	57.000	51.000	60.000	84.000	65.000	70.000	70.000	61.000	57.000
60.000	58.000	64.000	49.000	54.000	56.000	58.000	64.000	55.000	50.000	57.000	47.000	51.000	56.000	59.000	53.000	53.000	55.000	68.000	67.000	65.000	54.000	64.000	62.000	51.000	47.000	58.000	47.000	60.000	50.000	54.000	50.000	64.000	77.000	63.000	61.000	52.000	56.000	67.000
55.000	58.000	44.000	59.000	56.000	49.000	64.000	47.000	63.000	53.000	52.000	65.000	62.000	61.000	56.000	51.000	60.000	53.000	68.000	78.000	84.000	85.000	70.000	63.000	57.000	58.000	49.000	61.000	53.000	51.000	61.000	58.000	53.000	68.000	59.000	56.000	64.000	57.000	59.000
52.000	60.000	49.000	58.000	49.000	67.000	58.000	49.000	56.000	50.000	47.000	54.000	51.000	63.000	53.000	50.000	58.000	58.000	73.000	86.000	111.000	108.000	81.000	64.000	57.000	62.000	54.000	56.000	57.000	51.000	66.000	46.000	52.000	67.000	63.000	57.000	55.000	62.000	57.000
69.000	61.000	60.000	52.000	50.000	57.000	61.000	50.000	59.000	55.000	49.000	50.000	52.000	55.000	49.000	61.000	46.000	56.000	86.000	95.000	134.000	107.000	113.000	74.000	52.000	58.000	59.000	48.000	54.000	65.000	59.000	46.000	61.000	52.000	49.000	61.000	52.000	58.000	65.000
77.000	56.000	54.000	60.000	57.000	52.000	58.000	45.000	51.000	54.000	57.000	64.000	52.000	59.000	52.000	54.000	64.000	60.000	67.000	96.000	99.000	116.000	97.000	72.000	60.000	63.000	59.000	56.000	58.000	54.000	59.000	49.000	58.000	57.000	46.000	47.000	47.000	59.000	65.000
83.000	70.000	65.000	53.000	69.000	57.000	53.000	56.000	55.000	47.000	61.000	55.000	54.000	63.000	63.000	65.000	67.000	60.000	66.000	79.000	69.000	91.000	60.000	69.000	63.000	60.000	57.000	60.000	63.000	58.000	52.000	58.000	59.000	57.000	43.000	49.000	56.000	64.000	56.000
72.000	58.000	67.000	54.000	65.000	54.000	56.000	44.000	51.000	51.000	53.000	51.000	52.000	49.000	57.000	69.000	58.000	62.000	60.000	63.000	64.000	56.000	75.000	52.000	60.000	58.000	60.000	56.000	55.000	66.000	49.000	62.000	57.000	53.000	55.000	51.000	55.000	49.000	54.000
60.000	57.000	61.000	66.000	57.000	57.000	60.000	58.000	61.000	63.000	65.000	70.000	63.000	53.000	71.000	55.000	61.000	58.000	58.000	66.000	68.000	56.000	57.000	50.000	49.000	50.000	65.000	58.000	48.000	63.000	64.000	50.000	56.000	61.000	52.000	63.000	60.000	51.000	55.000
64.000	49.000	64.000	55.000	48.000	60.000	55.000	54.000	60.000	50.000	62.000	51.000	55.000	54.000	60.000	51.000	53.000	55.000	66.000	52.000	62.000	54.000	59.000	62.000	49.000	56.000	60.000	48.000	72.000	61.000	60.000	65.000	65.000	60.000	54.000	54.000	58.000	56.000	49.000
48.000	57.000	65.000	50.000	52.000	49.000	59.000	48.000	59.000	67.000	65.000	71.000	56.000	64.000	51.000	67.000	62.000	55.000	54.000	60.000	59.000	50.000	56.000	61.000	52.000	58.000	57.000	54.000	52.000	61.000	56.000	78.000	91.000	87.000	123.000	72.000	59.000	58.000	60.000
