1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2.04368897252502e-43	6.84667962952689e-130	3.00697527985462e-85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1.67304353499812e-15	5.25611473093534e-209	5.49869281417442e-269	1.06403317849014e-240	2.09895969518708e-63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.00000000000000	3.46280880964025e-47	7.83212409268772e-18	1	1	1	1
1	1	1	1	1	1	8.38813494345868e-73	5.06343300797004e-248	6.76287504383544e-303	1.12202146278025e-280	7.21500753330577e-121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.36311662628385e-130	1.14319391425384e-225	2.28217284406274e-211	4.92359870949196e-113	0.999999999988440	1	1
1	1	1	1	1	1	0.414291327449474	6.97267832383288e-169	4.18410188048649e-228	2.35628437099852e-211	5.20789191257846e-25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.59247407977194e-175	3.71427466295711e-267	1.53458153771254e-255	1.93822371986639e-175	6.15749940452675e-23	1	1
1	1	1	1	1	1	1	1	1.78510222646478e-08	0.186737542272670	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.68568461617071e-117	7.24405339114661e-222	1.06843617453157e-210	1.57759112219206e-122	0.975624852150846	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.00000000000000	9.92105164908189e-60	2.50911545587305e-43	1.00000000000000	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.976357571066656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.36625149273363e-144	6.00124165970927e-233	1.70094874478901e-211	4.22272871811940e-85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.60658622211944e-36	1.99157816115280e-264	0	0	6.78739833041800e-247	8.82477983342417e-08	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.31499914694652e-41	3.17414305656708e-286	0	0	3.26651065220229e-294	1.46748860317526e-57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.00000000000000	5.57898804255455e-226	0	0	2.81515749612936e-259	1.42526149295673e-13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.88338751262105e-57	3.88197174110995e-214	6.08496527287392e-220	1.10279329635802e-113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.446861012562259	0.981183524074289	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0.989120829785344	5.89795289868314e-27	0.999999999653547	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.38747956332516e-134	1.33628963867503e-244	3.19654809117361e-246	6.29357504641068e-99	1	1	1	1
1	1	1	1	1	1	1	1	0.113399811695840	6.86655251068812e-205	1.64350738580535e-252	7.88384027419651e-192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0415184040298924	1.77048939004414e-258	0	0	7.48475725897652e-238	1	1	1	1
1	1	1	1	1	1	1	1	7.09703682940293e-110	4.25954156215013e-296	0	1.14029168297305e-291	5.17158061324584e-69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.26836970106344e-19	2.01771180458937e-281	0	0	9.87295878761501e-256	0.999997829869844	1	1	1
